Station Display Name,EVSE Latitude and Longitude,Port 1: Voltage (V),Port 1: Current (A),Port 1: Connector Type,Port 2: Voltage (V),Port 2: Current (A),Port 2: Connector Type,Org Name,Address  1,Address  2,Floor Label,City,State,Postal Code,County,Country,No. of Ports,Reservation,Customer Category,Customer Subcategory
120 ENTRANCE / ACH MAIN,"(30.235856, -97.741577)",240V,30A,J1772,240V,30A,J1772,Austin City Hotel,2200 S. Interstate 35,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Hospitality,Hotel / Resort
7700 PARMER / 7700 PARMER,"(30.460477, -97.750024)",240V,30A,J1772,240V,30A,J1772,7700 Parmer,7700 W Parmer Ln,,,Austin,Texas,78729,Williamson County,United States,2,Disabled,Workplace,General
AISD PAC / AISD PAC #1,"(30.305454, -97.702666)",240V,30A,J1772,240V,30A,J1772,Austin Independent School District,Mueller Blvd,,,Austin,Texas,78723,Travis County,United States,2,Disabled,Education,High School / Other
AISD PAC / AISD PAC #2,"(30.30538, -97.702537)",240V,30A,J1772,240V,30A,J1772,Austin Independent School District,1301-1603 E 51st St,,,Austin,Texas,78723,Travis County,United States,2,Disabled,Education,High School / Other
AISD PAC / AISD PAC #3,"(30.305343, -97.702408)",240V,30A,J1772,240V,30A,J1772,Austin Independent School District,1301-1603 E 51st St,,,Austin,Texas,78723,Travis County,United States,2,Disabled,Education,High School / Other
AISD PAC / AISD PAC #4,"(30.305269, -97.702269)",240V,30A,J1772,240V,30A,J1772,Austin Independent School District,1301-1603 E 51st St,,,Austin,Texas,78723,Travis County,United States,2,Disabled,Education,High School / Other
AISD PAC / AISD PAC #5,"(30.305204, -97.702108)",240V,30A,J1772,240V,30A,J1772,Austin Independent School District,1301-1603 E 51st St,,,Austin,Texas,78723,Travis County,United States,2,Disabled,Education,High School / Other
AMBEROAKS-AE / AMBER 1,"(30.470002, -97.766435)",240V,30A,J1772,240V,30A,J1772,Camden Amber Oaks,9001 Amberglen Blvd,,,Austin,Texas,78729,Williamson County,United States,2,Disabled,Multifamily,Apartment
AMD GO GREEN / P100 FL4 OUTER,"(30.251635, -97.863914)",120V,16A,NEMA 5-20R,240V,30A,J1772,AMD ,7171 Southwest Pkwy,,,Austin,Texas,78735,Travis County,United States,2,Disabled,Workplace,High-Tech
AMD GO GREEN / P100 FLOOR 5,"(30.251499, -97.863984)",240V,30A,J1772,240V,30A,J1772,AMD ,7171 Southwest Pkwy,,,Austin,Texas,78735,Travis County,United States,2,Disabled,Workplace,High-Tech
ARBORETUM / N CAPITAL TX 1,"(30.390246, -97.74825)",120V,16A,NEMA 5-20R,240V,30A,J1772,OTR & Ohio General Partnership,9442 N Capital of Texas Hwy,,,Austin,Texas,78759,Travis County,United States,2,Disabled,Retail,General
AUSTIN / 400 - 1,"(30.265028, -97.748448)",240V,30A,J1772,240V,30A,J1772,Silicon Laboratories,400 W Cesar Chavez St,,G - 8,Austin,Texas,78701,Travis County,United States,2,Disabled,Workplace,High-Tech
AUSTIN / 400 - 2,"(30.265052, -97.74844)",240V,30A,J1772,240V,30A,J1772,Silicon Laboratories,400 W Cesar Chavez St,,G - 8,Austin,Texas,78701,Travis County,United States,2,Disabled,Workplace,High-Tech
AUSTIN / 400 - 3,"(30.26505, -97.74849)",240V,30A,J1772,240V,30A,J1772,Silicon Laboratories,400 W Cesar Chavez St,,G - 8,Austin,Texas,78701,Travis County,United States,2,Disabled,Workplace,High-Tech
AUSTIN / AUSTIN 200 1,"(30.264423, -97.746071)",240V,30A,J1772,240V,30A,J1772,Silicon Laboratories,200 W Cesar Chavez St,,G8,Austin,Texas,78701,Travis County,United States,2,Disabled,Workplace,High-Tech
AUSTIN / AUSTIN 200 2,"(30.26445, -97.746142)",240V,30A,J1772,240V,30A,J1772,Silicon Laboratories,200 W Cesar Chavez St,,G8,Austin,Texas,78701,Travis County,United States,2,Disabled,Workplace,High-Tech
AUSTIN / AUSTIN 200 3,"(30.264505, -97.746067)",240V,30A,J1772,240V,30A,J1772,Silicon Laboratories,200 W Cesar Chavez St,,G8,Austin,Texas,78701,Travis County,United States,2,Disabled,Workplace,High-Tech
AVIATION / DOA - CONRAC1,"(30.204711, -97.666322)",240V,30A,J1772,240V,30A,J1772,City of Austin Dept. of Aviation,3819 Presidential Blvd,,1,Austin,Texas,78719,Travis County,United States,2,Disabled,Parking,Commercial
AVIATION / DOA - CONRAC2,"(30.204655, -97.666451)",240V,30A,J1772,240V,30A,J1772,City of Austin Dept. of Aviation,3819 Presidential Blvd,,1,Austin,Texas,78719,Travis County,United States,2,Disabled,Parking,Commercial
AVIATION / LOT J NW,"(30.207439, -97.661026)",240V,30A,J1772,240V,30A,J1772,City of Austin Dept. of Aviation,10137 Hotel Dr,,,Austin,Texas,78719,Travis County,United States,2,Disabled,Municipal,Municipal Parking
AVIATION / LOT J SW,"(30.207559, -97.661039)",240V,30A,J1772,240V,30A,J1772,City of Austin Dept. of Aviation,10137 Hotel Dr,,,Austin,Texas,78719,Travis County,United States,2,Disabled,Municipal,Municipal Parking
AXO GROUP LLC / AUSTIN CHARGE,"(30.266047, -97.733139)",240V,30A,J1772,240V,30A,J1772,AXO Group LLC,601-699 Brushy St,,,Austin,Texas,78702,Travis County,United States,2,Disabled,Workplace,General
B-AUSTIN / STATION 1,"(30.206406, -97.807047)",240V,30A,J1772,240V,30A,J1772,Samdorosa Communities,6700 Manchaca Rd,,,Austin,Texas,78745,Travis County,United States,2,Disabled,Multifamily,Apartment
BRANDYWINE AUST / CAPITAL ST 1,"(30.280123, -97.824008)",240V,30A,J1772,240V,30A,J1772,Brandywine Properties I Limited Inc.,1250 S Capital of Texas Hwy,,,Austin,Texas,78746,Travis County,United States,2,Disabled,Workplace,General
BRANDYWINE AUST / CAPITAL ST 2,"(30.280357, -97.824244)",240V,30A,J1772,240V,30A,J1772,Brandywine Properties I Limited Inc.,1250 S Capital of Texas Hwy,,,Austin,Texas,78746,Travis County,United States,2,Disabled,Workplace,General
BRANDYWINE AUST / ENCINO GARAGE,"(30.243787, -97.843763)",240V,30A,J1772,240V,30A,J1772,Brandywine Properties I Limited Inc.,5707 Southwest Pkwy,,,Austin,Texas,78735,Travis County,United States,2,Disabled,Workplace,General
BRANDYWINE AUST / GARAGE P1-L2-G,"(30.244181, -97.806692)",240V,30A,J1772,240V,30A,J1772,Brandywine Properties I Limited Inc.,3711 S MoPac Expy,,2,Austin,Texas,78746,Travis County,United States,2,Disabled,Workplace,High-Tech
BRANDYWINE AUST / GARAGE P2-L2-GW,"(30.24609, -97.8046)",240V,30A,J1772,240V,30A,J1772,Brandywine Properties I Limited Inc.,3711 S MoPac Expy,P2,2,Austin,Texas,78735,Travis County,United States,2,Disabled,Workplace,High-Tech
BRANDYWINE AUST / SOUTHWEST ST1,"(30.244005, -97.845965)",240V,30A,J1772,240V,30A,J1772,Brandywine Properties I Limited Inc.,5707 Southwest Pkwy,,,Austin,Texas,78735,Travis County,United States,2,Disabled,Workplace,General
BRANDYWINE AUST / SOUTHWEST ST2,"(30.243945, -97.845952)",240V,30A,J1772,--,--,--,Brandywine Properties I Limited Inc.,5707 Southwest Pkwy,,,Austin,Texas,78735,Travis County,United States,1,Disabled,Workplace,General
CATHERINE / CATHERINE 1,"(30.259096, -97.747775)",240V,30A,J1772,240V,30A,J1772,The Catherine,300 Barton Springs Rd,,3rd,Austin,Texas,78704,Travis County,United States,2,Disabled,Multifamily,Apartment
CATHERINE / CATHERINE 2,"(30.259099, -97.747754)",240V,30A,J1772,240V,30A,J1772,The Catherine,300 Barton Springs Rd,,3,Austin,Texas,78704,Travis County,United States,2,Disabled,Multifamily,Apartment
CEDARHILLS-AE / CEDARHILL 1,"(30.189638, -97.856428)",240V,30A,J1772,240V,30A,J1772,Camden Cedar Hills,4100 W Slaughter Ln,,,Austin,Texas,78749,Travis County,United States,2,Disabled,Multifamily,Apartment
CHAMPION OFFICE / EV #1,"(30.363141, -97.793613)",240V,30A,J1772,240V,30A,J1772,Champion Office Park,6433 Champion Grandview Way,,1,Austin,Texas,78750,Travis County,United States,2,Disabled,Workplace,Commercial
CHAMPION OFFICE / EV #2,"(30.3632, -97.793703)",240V,30A,J1772,240V,30A,J1772,Champion Office Park,6433 Champion Grandview Way,,1,Austin,Texas,78750,Travis County,United States,2,Disabled,Workplace,Commercial
CHEVY MAIN / AUTONATION MAIN,"(30.409556, -97.745947)",240V,30A,J1772,240V,30A,J1772,AutoNation Chevrolet,11400 Research Blvd,,,Austin,Texas,78759,Travis County,United States,2,Disabled,Retail,Auto Dealership
CLAY COOLEY / QUICK CHARGER 1,"(30.206127, -97.758965)",500V,100A,CHAdeMO,--,--,--,Clay Cooley Nissan of Austin,4914 S IH 35 Frontage Rd,,,Austin,Texas,78745,Travis County,United States,1,Disabled,Retail,Auto Dealership
COA FACILITIES / ANIMAL SERVICE1,"(30.251505, -97.688644)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,7201 Levander Loop,,,Austin,Texas,78702,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / ANIMAL SERVICE2,"(30.251463, -97.688644)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,7201 Levander Loop,,,Austin,Texas,78702,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / CITY HALL STAT1,"(30.264847, -97.746872)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,301 W 2nd St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / CITY HALL STAT2,"(30.264807, -97.746864)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,301 W 2nd St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / CONVENTION CTR1,"(30.26372, -97.742371)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,201 E 2nd St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / CONVENTION CTR2,"(30.2637, -97.742294)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,201 E 2nd St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / CONVENTION CTR3,"(30.263708, -97.742325)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,201 E 2nd St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / CTECC EVSE1,"(30.29914, -97.692227)",240V,30A,J1772,240V,30A,J1772,AUSTIN ENERGY,5010 Old Manor Rd,,,Austin,Texas,78723,Travis County,United States,2,Disabled,Municipal,Municipal Workplace
COA FACILITIES / CTECC EVSE2,"(30.299223, -97.692164)",240V,30A,J1772,240V,30A,J1772,AUSTIN ENERGY,5010 Old Manor Rd,,,Austin,Texas,78723,Travis County,United States,2,Disabled,Municipal,Municipal Workplace
COA FACILITIES / HAMPTONLIBRARY1,"(30.218, -97.854866)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,5125 Convict Hill Rd,,,Austin,Texas,78749,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / HAMPTONLIBRARY2,"(30.217978, -97.854843)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,5125 Convict Hill Rd,,,Austin,Texas,78749,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / HOWSONBRCHLIBR1,"(30.298466, -97.767868)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,2500 Exposition Blvd,,,Austin,Texas,78703,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / HOWSONBRCHLIBR2,"(30.29847, -97.767883)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,2500 Exposition Blvd,,,Austin,Texas,78703,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / KRAMER 01,"(30.394697, -97.716885)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,2526 Kramer Ln,,,Austin,Texas,78758,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FACILITIES / MACC STATION 1,"(30.258428, -97.739549)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,68 Rainey St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / MACC STATION 2,"(30.258439, -97.739541)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,68 Rainey St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / MILWOOD LIB 1,"(30.422258, -97.716354)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,12500 Amherst Dr,,,Austin,Texas,78727,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / MILWOOD LIB 2,"(30.422272, -97.71637)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,12500 Amherst Dr,,,Austin,Texas,78727,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / NWRECCENTER 1,"(30.334032, -97.751503)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,2913 Northland Dr,,,Austin,Texas,78731,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / NWRECCENTER 2,"(30.334009000000002, -97.751455)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,Marilyn Dr,,,Austin,Texas,78757,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / NWRECCENTER 3,"(30.334024, -97.75148)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,2913 Northland Dr,,,Austin,Texas,78731,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / NWRECCENTER 4,"(30.334006, -97.751429)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,Marilyn Dr,,,Austin,Texas,78757,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / OTC 3FL PKGSTA1,"(30.25704, -97.749207)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,505 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / OTC 3FL PKGSTA2,"(30.257099, -97.749138)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,505 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / OTC 3FL PKGSTA3,"(30.257202, -97.749107)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,505 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / PALMER STATION1,"(30.259241, -97.751763)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,736-820 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / PALMER STATION2,"(30.259294, -97.751762)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,736-820 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / PALMER STATION3,"(30.259266, -97.751841)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,736-820 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / PUBDITTMAR1,"(30.185047, -97.801982)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,1009 W Dittmar Rd,,,Austin,Texas,78745,Travis County,United States,2,Disabled,Parks and Recreation,Municipal Parking
COA FACILITIES / PUBDITTMAR2,"(30.185047, -97.801928)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,1009 W Dittmar Rd,,,Austin,Texas,78745,Travis County,United States,2,Disabled,Parks and Recreation,Municipal Parking
COA FACILITIES / ROSEWOOD PARK 2,"(30.271724, -97.713954)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,1182 N Pleasant Valley Rd,,,Austin,Texas,78702,Travis County,United States,2,Disabled,Parks and Recreation,Municipal Parking
COA FACILITIES / ROSEWOODPARK1,"(30.271822, -97.713966)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,1182 N Pleasant Valley Rd,,,Austin,Texas,78702,Travis County,United States,2,Disabled,Parks and Recreation,Municipal Parking
COA FACILITIES / RUTHERFORDCAMP1,"(30.336962, -97.680801)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,1520 Rutherford Ln,,,Austin,Texas,78754,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / RUTHERFORDCAMP2,"(30.336996, -97.680779)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,1520 Rutherford Ln,,,Austin,Texas,78754,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / RUTHERFORDCAMP3,"(30.337023, -97.680756)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,1520 Rutherford Ln,,,Austin,Texas,78754,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / TECHNICENTER1,"(30.27771, -97.665237)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,4201 Ed Bluestein Blvd,,,Austin,Texas,78725,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / TECHNICENTER2,"(30.277599, -97.665176)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,4201 Ed Bluestein Blvd,,,Austin,Texas,78725,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / TECHNICENTER3,"(30.277645, -97.665192)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,4201 Ed Bluestein Blvd,,,Austin,Texas,78725,Travis County,United States,2,Disabled,Municipal,Municipal Parking
COA FACILITIES / TLC  STATION 1,"(30.258434, -97.752075)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,721 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Workplace
COA FACILITIES / TLC STATI0N 2,"(30.258398, -97.751999)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,721 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Workplace
COA FACILITIES / WALNUTCREEKPRK1,"(30.398497, -97.679832)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,12138 N Lamar Blvd,,,Austin,Texas,78753,Travis County,United States,2,Disabled,Parks and Recreation,Municipal Parking
COA FACILITIES / WALNUTCREEKPRK2,"(30.398552, -97.679832)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,12138 N Lamar Blvd,,,Austin,Texas,78753,Travis County,United States,2,Disabled,Parks and Recreation,Municipal Parking
COA FACILITIES / ZILKER PARK PH1,"(30.264322, -97.770737)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,2100 Barton Spring Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Parks and Recreation,Municipal Parking
COA FACILITIES / ZILKER PARK PH2,"(30.264336, -97.770645)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,2100 Barton Spring RD,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Parks and Recreation,Municipal Parking
COA FACILITIES / ZILKERPARKPOLO1,"(30.266584, -97.774925)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,2310 Andrew Zilker Rd,,,Austin,Texas,78746,Travis County,United States,2,Disabled,Parks and Recreation,Municipal Parking
COA FACILITIES / ZILKERPARKPOLO2,"(30.266611, -97.774918)",120V,16A,NEMA 5-20R,240V,30A,J1772,AUSTIN ENERGY,2310 Andrew Zilker Rd,,,Austin,Texas,78746,Travis County,United States,2,Disabled,Parks and Recreation,Municipal Parking
COA FLEET - PIE / BARTON #1,"(30.258631, -97.74855)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,401-599 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / BARTON #2,"(30.258635, -97.748543)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,400-598 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / BARTON #3,"(30.258631, -97.748566)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,401-599 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / BARTON #4,"(30.258627, -97.748573)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,401-599 Barton Springs Rd,,,Austin,Texas,78704,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / ED BLUE #1,"(30.277622, -97.666313)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,4201 Ed Bluestein Blvd,,,Austin,Texas,78725,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / ED BLUE #3,"(30.277632, -97.666283)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,4201 Ed Bluestein Blvd,,,Austin,Texas,78725,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / FLOOR 4 ADA,"(30.269745, -97.734467)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,625 E 10th St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / FLOOR4,"(30.269112, -97.734062)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,900 N Interstate 35,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / MEINARD #1,"(30.211361, -97.752083)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,4393-4799 Meinardus Dr,,,Austin,Texas,78744,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / MEINARD #2,"(30.211357, -97.752083)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,4393-4799 Meinardus Dr,,,Austin,Texas,78744,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / ROOF 1,"(30.268921, -97.734787)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,700-798 E 9th St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / ROOF2,"(30.268908, -97.734749)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,700-798 E 9th St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / ROOF3,"(30.268894, -97.734703)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,700-798 E 9th St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / ROOF4,"(30.268885, -97.734673)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,700-798 E 9th St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / ROOF5,"(30.268883, -97.734665)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,700-798 E 9th St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / ROOF6,"(30.268866, -97.734612)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,700-798 E 9th St,,,Austin,Texas,78701,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / RUTHERFORD #1,"(30.335861, -97.679398)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,1520 Rutherford Ln,,,Austin,Texas,78754,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
COA FLEET - PIE / RUTHERFORD #2,"(30.335873, -97.679359)",120V,16A,NEMA 5-20R,240V,30A,J1772,US City of Austin Texas,1520 Rutherford Ln,,,Austin,Texas,78754,Travis County,United States,2,Disabled,Municipal,Municipal Fleet
